zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length
192032,S122001,Maryland,,America/New_York,Unknown,East,US 50 EAST PAST MD 347,Unknown,MDOT_CHART,Unknown,38.4246680,-75.6697460,304,55,,
