zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length
192033,S122002,Maryland,,America/New_York,Unknown,West,US 50 WEST PRIOR TO MD 347,Unknown,MDOT_CHART,Unknown,38.4246680,-75.6697460,121,55,,
