zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length
192012,S110002,Maryland,,America/New_York,Unknown,East,US 50 at OC DRAWBRIDGE,Unknown,MDOT_CHART,Unknown,38.3343560,-75.0983180,164,40,,
192013,S110002,Maryland,,America/New_York,Unknown,West,US 50 at OC DRAWBRIDGE,Unknown,MDOT_CHART,Unknown,38.3343560,-75.0983180,164,40,,
