zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length
192004,S217002,Maryland,,America/New_York,MD-404,East,MD 404 at Kingsdale Farm Ln,Unknown,MDOT_CHART,Unknown,38.9277350,-75.9995710,346,55,,
